quiz_title,category,tags,question_text,options,correct_answer,difficulty_levels
"Trees, Heaps & Hash Tables",Programming,"data-structures,trees,hash-tables,heaps",You're implementing an autocomplete system that needs to find all words starting with a given prefix efficiently. Which data structure provides the best time complexity for prefix lookups?,"[""Balanced BST storing full strings, with O(n log n) prefix search"", ""Hash table with prefix keys, achieving O(1) per lookup but requiring all prefixes precomputed"", ""Min-heap ordered alphabetically, with O(n) prefix scan"", ""Trie, achieving O(p + k) where p is prefix length and k is number of matches""]","Trie, achieving O(p + k) where p is prefix length and k is number of matches","[""hard""]"
"Trees, Heaps & Hash Tables",Programming,"data-structures,trees,hash-tables,heaps","A hash table with chaining has n = 100 elements and m = 10 buckets. If you double the number of buckets and rehash, what happens to the expected search time for an unsuccessful lookup?","[""It stays the same because the number of elements hasn't changed"", ""It improves by a factor of 4 because doubling buckets squares the improvement"", ""It's roughly halved because the load factor drops from 10 to 5"", ""It becomes O(1) because each bucket now has at most one element""]",It's roughly halved because the load factor drops from 10 to 5,"[""hard""]"
"Trees, Heaps & Hash Tables",Programming,"data-structures,trees,hash-tables,heaps",Consider deleting a node with two children from a BST. You replace it with its inorder successor. Which property of the inorder successor makes this replacement valid?,"[""It is the smallest node in the right subtree, so it preserves the BST ordering invariant and has at most one child"", ""It is always a leaf node, so removing it has no cascading effects on tree structure"", ""It shares the same parent as the deleted node, maintaining the tree's height balance"", ""It is the closest value numerically to the deleted node, minimizing disruption to tree shape""]","It is the smallest node in the right subtree, so it preserves the BST ordering invariant and has at most one child","[""hard""]"
"Trees, Heaps & Hash Tables",Programming,"data-structures,trees,hash-tables,heaps",You need to repeatedly find and remove the minimum element from a dynamic collection while also supporting decrease-key operations. Which data structure combination gives optimal amortized complexity for both operations?,"[""Binary min-heap with O(log n) extract-min and O(log n) decrease-key"", ""Sorted linked list with O(1) extract-min and O(n) decrease-key"", ""BST with O(log n) for both operations but O(n) worst case if unbalanced"", ""Fibonacci heap with O(log n) amortized extract-min and O(1) amortized decrease-key""]",Fibonacci heap with O(log n) amortized extract-min and O(1) amortized decrease-key,"[""hard""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam","You need to run a web application that requires consistent, predictable performance on AWS. Which EC2 instance family is optimized for compute-intensive workloads like batch processing and high-performance web servers?","[""C (Compute Optimized)"", ""R (Memory Optimized)"", ""T (Burstable Performance)"", ""I (Storage Optimized)""]",C (Compute Optimized),"[""easy""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam",A company stores financial compliance documents that must be retained for 7 years but are almost never accessed. Which S3 storage class offers the lowest cost for this use case?,"[""S3 Standard"", ""S3 Glacier Deep Archive"", ""S3 One Zone-Infrequent Access"", ""S3 Intelligent-Tiering""]",S3 Glacier Deep Archive,"[""easy""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam","In AWS IAM, what is the recommended way to grant an EC2 instance permission to read objects from an S3 bucket without embedding credentials in the application code?","[""Create an IAM user and hard-code the access keys in the application"", ""Store the credentials in an environment variable on the instance"", ""Attach an IAM role to the EC2 instance via an instance profile"", ""Enable public access on the S3 bucket so no credentials are needed""]",Attach an IAM role to the EC2 instance via an instance profile,"[""medium""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam","Which component of a VPC acts as a virtual firewall at the subnet level, evaluating rules based on rule number order and supporting both allow and deny rules?","[""Internet Gateway"", ""Security Group"", ""NAT Gateway"", ""Network ACL""]",Network ACL,"[""medium""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam",A developer notices that their EC2 instance can make outbound HTTP requests but incoming SSH connections from their IP are being blocked. Security groups are stateful — what is the most likely issue?,"[""There is no inbound rule allowing SSH (port 22) from the developer's IP"", ""The outbound rules are blocking the SSH response"", ""Security groups cannot be applied to EC2 instances directly"", ""SSH traffic is always blocked by AWS and requires a support ticket""]",There is no inbound rule allowing SSH (port 22) from the developer's IP,"[""easy""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam","Your application needs a fully managed database that supports complex SQL queries, joins, and transactions. Which AWS service is the best fit?","[""Amazon ElastiCache"", ""Amazon RDS"", ""Amazon DynamoDB"", ""Amazon Redshift""]",Amazon RDS,"[""easy""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam",A media company wants to deliver video content to users worldwide with low latency. Which AWS service is specifically designed to cache and distribute content from edge locations closest to end users?,"[""AWS Global Accelerator"", ""Amazon API Gateway"", ""Amazon CloudFront"", ""AWS Direct Connect""]",Amazon CloudFront,"[""easy""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam","Which AWS service provides DNS management and can route traffic based on latency, geographic location, or health checks?","[""AWS CloudTrail"", ""Amazon VPC Peering"", ""Elastic Load Balancing"", ""Amazon Route 53""]",Amazon Route 53,"[""easy""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam",An architect is designing a highly available application on AWS. What is the relationship between AWS Regions and Availability Zones?,"[""A Region is a single data center; an Availability Zone is a rack within it"", ""A Region contains multiple isolated Availability Zones, each with one or more data centers"", ""Availability Zones and Regions are interchangeable terms for the same concept"", ""Each Availability Zone contains multiple Regions for redundancy""]","A Region contains multiple isolated Availability Zones, each with one or more data centers","[""easy""]"
"AWS Cloud Essentials: EC2, S3, IAM & Core Services",Cloud,"aws,ec2,s3,iam","Under the AWS Shared Responsibility Model, which of the following is the customer's responsibility rather than AWS's?","[""Physical security of data center facilities"", ""Maintenance of the underlying hypervisor infrastructure"", ""Configuring IAM policies and managing user access permissions"", ""Patching the firmware on the physical network infrastructure""]",Configuring IAM policies and managing user access permissions,"[""medium""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","A development team is building an event-driven application where an S3 upload must trigger multiple independent processing pipelines (thumbnail generation, metadata extraction, and audit logging). Which architecture best decouples the producers from consumers?","[""Configure S3 to send events directly to three separate Lambda functions"", ""Configure S3 to publish to an SNS topic that fans out to three SQS queues, each consumed by a separate Lambda"", ""Use a single SQS queue with three Lambda consumers reading from the same queue"", ""Use S3 Event Bridge rules to invoke a Step Functions state machine that calls all three Lambdas in parallel""]","Configure S3 to publish to an SNS topic that fans out to three SQS queues, each consumed by a separate Lambda","[""hard""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","You are designing an API Gateway REST API that calls a Lambda function. During peak traffic, users experience intermittent 429 errors. The Lambda function itself completes in under 100ms. What is the most likely cause?","[""The Lambda function's reserved concurrency is set too low"", ""The API Gateway stage has a memory allocation limit that is being exceeded"", ""The API Gateway account-level or stage-level throttling limits are being exceeded"", ""The Lambda function's execution role lacks permissions to be invoked by API Gateway""]",The API Gateway account-level or stage-level throttling limits are being exceeded,"[""hard""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","A company runs a containerized microservices application and needs fine-grained control over pod scheduling, custom networking plugins, and Helm chart deployments. They want AWS to manage the Kubernetes control plane. Which service should they choose?","[""Amazon ECS with EC2 launch type"", ""Amazon ECS with Fargate launch type"", ""Amazon EKS with managed node groups"", ""AWS App Runner""]",Amazon EKS with managed node groups,"[""medium""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","In the AWS Well-Architected Framework, which pillar specifically addresses the ability to run workloads effectively, gain insight into operations, and continuously improve processes and procedures?","[""Operational Excellence"", ""Reliability"", ""Performance Efficiency"", ""Sustainability""]",Operational Excellence,"[""medium""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","A team uses CloudFormation to manage infrastructure but wants to define resources using TypeScript with type safety, loops, and conditionals instead of writing YAML. Which AWS tool wraps CloudFormation and provides this capability?","[""AWS SAM (Serverless Application Model)"", ""AWS CloudFormation StackSets"", ""AWS Amplify CLI"", ""AWS CDK (Cloud Development Kit)""]",AWS CDK (Cloud Development Kit),"[""medium""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","An application stores user-uploaded media in S3. Files are frequently accessed for the first 30 days, occasionally accessed for the next 60 days, and rarely accessed after that but must be retained for 2 years. Which S3 lifecycle configuration minimizes cost while meeting these requirements?","[""Keep in S3 Standard for 30 days, transition to S3 One Zone-IA at 30 days, delete at 2 years"", ""Keep in S3 Standard for 30 days, transition to S3 Standard-IA at 30 days, transition to S3 Glacier Flexible Retrieval at 90 days, expire at 2 years"", ""Use S3 Intelligent-Tiering from day one with no lifecycle rules"", ""Keep in S3 Standard for 90 days, transition directly to S3 Glacier Deep Archive at 90 days, expire at 2 years""]","Keep in S3 Standard for 30 days, transition to S3 Standard-IA at 30 days, transition to S3 Glacier Flexible Retrieval at 90 days, expire at 2 years","[""hard""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","A Lambda function processes messages from an SQS queue. Some messages consistently fail and are retried repeatedly, consuming concurrency and blocking new messages. What should you implement to isolate these problematic messages?","[""Increase the Lambda function's timeout to give more time for processing"", ""Increase the SQS visibility timeout to reduce duplicate processing"", ""Set the Lambda reserved concurrency to a higher value"", ""Configure a dead-letter queue on the SQS queue with an appropriate maxReceiveCount""]",Configure a dead-letter queue on the SQS queue with an appropriate maxReceiveCount,"[""hard""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected",A web application running on an Auto Scaling group behind an ALB experiences sudden traffic spikes that cause new instances to receive requests before they're ready. Users see 502 errors for several minutes. Which combination best addresses this?,"[""Configure a target group health check with a healthy threshold and set an instance warm-up period on the scaling policy"", ""Switch from Application Load Balancer to Network Load Balancer for faster routing"", ""Use scheduled scaling to pre-provision instances before anticipated traffic spikes"", ""Enable cross-zone load balancing and increase the deregistration delay""]",Configure a target group health check with a healthy threshold and set an instance warm-up period on the scaling policy,"[""hard""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected",A team notices their monthly AWS bill has unexpectedly increased by 40%. They need to identify which services and usage types are driving the cost increase and set up alerts for future anomalies. Which combination of AWS tools provides the best approach?,"[""Use CloudWatch billing metrics with custom dashboards and SNS notifications"", ""Use AWS Trusted Advisor cost optimization checks and CloudTrail log analysis"", ""Use AWS Cost Explorer to analyze cost drivers by service and set up AWS Budgets with anomaly detection alerts"", ""Use the AWS Pricing Calculator to compare current costs against estimated costs""]",Use AWS Cost Explorer to analyze cost drivers by service and set up AWS Budgets with anomaly detection alerts,"[""hard""]"
AWS Architecture & Advanced Services Quiz,Cloud,"aws,architecture,lambda,well-architected","A production application uses CloudWatch for monitoring. The ops team wants to be alerted when the p99 latency of their API exceeds 2 seconds over any 5-minute window, but only if the request count is above 100 in that same window. Which CloudWatch feature supports this?","[""A composite alarm combining two separate metric alarms — one for p99 latency and one for request count"", ""A single CloudWatch alarm using a percentile statistic with a math expression"", ""A CloudWatch Logs Insights query scheduled to run every 5 minutes"", ""An EventBridge rule that evaluates both metrics using an input transformer""]",A composite alarm combining two separate metric alarms — one for p99 latency and one for request count,"[""hard""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure","You're writing your first Terraform configuration. Which block type declares a cloud service (e.g., AWS, Azure) that Terraform should download and use?","[""provider"", ""resource"", ""module"", ""backend""]",provider,"[""easy""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure","In HCL, how do you reference an attribute of a resource named 'aws_instance.web'?","[""${resource.aws_instance.web.id}"", ""aws_instance.web.id"", ""var.aws_instance.web.id"", ""output.aws_instance.web.id""]",aws_instance.web.id,"[""medium""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",What happens when you run 'terraform plan' against an existing infrastructure?,"[""It immediately provisions any new resources defined in configuration"", ""It destroys resources that are no longer in the configuration"", ""It shows a preview of changes Terraform will make without modifying any infrastructure"", ""It refreshes the provider plugin cache and validates credentials""]",It shows a preview of changes Terraform will make without modifying any infrastructure,"[""easy""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",You want to allow callers of your Terraform configuration to customize the AWS region. Which block type should you use to define this configurable value?,"[""local"", ""data"", ""output"", ""variable""]",variable,"[""medium""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",A teammate accidentally deletes the terraform.tfstate file from your local machine with no remote backend configured. What is the most likely consequence?,"[""Terraform automatically reconstructs the state by scanning the cloud provider"", ""Terraform loses track of managed resources and may try to recreate them on next apply"", ""Terraform refuses to run any commands until you restore the file from a backup"", ""Nothing significant — Terraform regenerates the state file from .tf configuration files""]",Terraform loses track of managed resources and may try to recreate them on next apply,"[""hard""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",Which command must be run first before any other Terraform workflow commands in a new project directory?,"[""terraform validate"", ""terraform refresh"", ""terraform plan"", ""terraform init""]",terraform init,"[""easy""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",You need to look up the latest Amazon Linux 2 AMI ID dynamically in your Terraform config rather than hardcoding it. Which construct is designed for this?,"[""A data source block (data \""aws_ami\"")"", ""A provisioner block with a remote-exec script"", ""A variable block with a validation rule"", ""A locals block with a conditional expression""]","A data source block (data ""aws_ami"")","[""medium""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",Your team wants to store Terraform state remotely so multiple engineers can collaborate safely. Which configuration block sets this up?,"[""provider { state_storage = \""s3\"" }"", ""resource \""terraform_remote_state\"""", ""terraform { backend \""s3\"" { ... } }"", ""module \""state\"" { source = \""hashicorp/backend\"" }""]","terraform { backend ""s3"" { ... } }","[""medium""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",What is the primary benefit of breaking infrastructure code into Terraform modules?,"[""Modules make Terraform skip the planning phase for faster deploys"", ""Modules encrypt all resource configurations for added security"", ""Modules automatically roll back failed deployments"", ""Modules enable reusable, encapsulated infrastructure components with clear interfaces""]","Modules enable reusable, encapsulated infrastructure components with clear interfaces","[""medium""]"
Terraform Essentials: Infrastructure as Code Fundamentals,DevOps,"terraform,iac,hcl,infrastructure",You run 'terraform destroy' in a directory containing your production configuration. What does this command do?,"[""It removes only resources that have been modified since the last apply"", ""It deletes the .tf configuration files but leaves infrastructure intact"", ""It terminates all resources tracked in the state file after prompting for confirmation"", ""It archives the current state and resets the project to an empty configuration""]",It terminates all resources tracked in the state file after prompting for confirmation,"[""medium""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced",You configure an S3 backend with a DynamoDB table for your Terraform state. What specific purpose does the DynamoDB table serve in this setup?,"[""It provides state locking to prevent concurrent modifications"", ""It stores an encrypted copy of the state file as a backup"", ""It indexes resource attributes for faster terraform plan execution"", ""It caches provider plugin binaries to speed up terraform init""]",It provides state locking to prevent concurrent modifications,"[""medium""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced","A teammate runs `terraform apply` while you are also running `terraform plan` against the same remote state. With state locking properly configured, what happens to the second operation?","[""Terraform silently queues the second operation until the lock is released"", ""Terraform immediately returns a lock error with details about who holds the lock"", ""Terraform creates a temporary fork of the state file and merges changes later"", ""Terraform proceeds with a read-only plan but blocks the apply step""]",Terraform immediately returns a lock error with details about who holds the lock,"[""hard""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced",You run `terraform workspace new staging` in a project using an S3 backend. Where does Terraform store the state file for this new workspace?,"[""In a separate S3 bucket automatically created with the workspace name"", ""In the same key path but with the workspace name appended as a file suffix"", ""Under an `env:/staging/` prefix within the same S3 bucket and key structure"", ""In a local `.terraform/workspaces/staging/` directory that syncs to S3 on apply""]",Under an `env:/staging/` prefix within the same S3 bucket and key structure,"[""hard""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced",You are building a reusable VPC module and want consumers to optionally create NAT gateways. Which module design pattern best supports this while keeping the interface clean?,"[""Create two separate modules — one with NAT gateways and one without"", ""Use a null_resource with a local-exec provisioner to conditionally run AWS CLI commands"", ""Use a data source to check if a NAT gateway already exists before creating one"", ""Expose a boolean variable and use count to conditionally create the NAT gateway resource""]",Expose a boolean variable and use count to conditionally create the NAT gateway resource,"[""hard""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced","You need to run a database migration script on an RDS instance after Terraform creates it. Which approach does HashiCorp recommend, and why are provisioners generally discouraged?","[""Use a local-exec provisioner since it is the only way Terraform can trigger external scripts"", ""Use a remote-exec provisioner because Terraform guarantees script idempotency via state tracking"", ""Use external tooling like CI/CD pipelines or Ansible, because provisioners break the declarative model and cannot be planned"", ""Embed the migration SQL in a templatefile() and pass it to the RDS parameter group""]","Use external tooling like CI/CD pipelines or Ansible, because provisioners break the declarative model and cannot be planned","[""hard""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced",You add `lifecycle { prevent_destroy = true }` to a production database resource. A colleague then runs `terraform destroy`. What is the outcome?,"[""Terraform destroys all other resources but silently skips the protected database"", ""Terraform exits with an error because the plan includes destroying a resource with prevent_destroy"", ""Terraform prompts for interactive confirmation before destroying the database"", ""Terraform removes the database from state but leaves the actual infrastructure intact""]",Terraform exits with an error because the plan includes destroying a resource with prevent_destroy,"[""medium""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced","You have 50 existing AWS security groups that were created manually. You want to bring them under Terraform management without recreating them. After writing the resource blocks, which command sequence correctly imports them?","[""Run `terraform refresh` which auto-discovers and imports all unmanaged resources in the account"", ""Run `terraform state push` with a manually constructed JSON state file containing the security group IDs"", ""Run `terraform plan -import` which generates import blocks automatically for detected drift"", ""Run `terraform import ` for each group, then verify with terraform plan""]","Run `terraform import ` for each group, then verify with terraform plan","[""hard""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced","You need to create exactly one subnet per availability zone in a region, but the number of AZs varies across regions. Which construct should you use and why is it preferred over the alternative?","[""Use for_each with the AZ names as keys, because it creates stable resource addresses that survive list reordering"", ""Use count with length() on the AZ list, because numeric indices are more performant in large state files"", ""Use a dynamic block inside a single subnet resource to generate multiple CIDR configurations"", ""Use a local-exec provisioner that calls the AWS CLI to create subnets in a loop""]","Use for_each with the AZ names as keys, because it creates stable resource addresses that survive list reordering","[""hard""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced",You are writing an AWS security group resource that needs a variable number of ingress rules defined at runtime. Which Terraform feature generates nested blocks from a collection without code duplication?,"[""Using count on the entire security group resource, with one ingress rule per copy"", ""Using a for expression inside a single inline ingress block to expand multiple rules"", ""Using a templatefile() function to render HCL ingress blocks from a JSON variable"", ""Using a dynamic block that iterates over a variable to generate ingress blocks""]",Using a dynamic block that iterates over a variable to generate ingress blocks,"[""medium""]"
"Advanced Terraform: State, Modules & Production Patterns",DevOps,"terraform,modules,state,advanced","Your team evaluates Terragrunt to manage a multi-account, multi-region AWS deployment. Which problem does Terragrunt primarily solve that native Terraform workspaces and modules do not address well?","[""It replaces the Terraform CLI with a faster Go-based execution engine"", ""It provides a built-in secrets manager that encrypts state files at rest"", ""It eliminates repeated backend and provider configuration across many root modules via hierarchical config inheritance"", ""It adds a policy-as-code engine similar to Sentinel for enforcing compliance rules""]",It eliminates repeated backend and provider configuration across many root modules via hierarchical config inheritance,"[""hard""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming","Given the following Ruby code, what will be printed? ```ruby def greet yield('Ruby') end greet { |lang| puts ""Hello, #{lang}!"" } ```","[""Hello, Ruby!"", ""Hello, !"", ""A LocalJumpError is raised because no block is given"", ""nil""]","Hello, Ruby!","[""easy""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming",A developer writes a method that accepts a callable object: ```ruby def run(action) action.call(5) end ``` Which of the following will raise an error when passed as `action`?,"[""Proc.new { |x| x * 2 }"", ""A bare block: { |x| x * 2 } passed directly as an argument"", ""lambda { |x| x * 2 }"", ""->(x) { x * 2 }""]",A bare block: { |x| x * 2 } passed directly as an argument,"[""medium""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming",How does a `lambda` differ from a `Proc.new` when it receives the wrong number of arguments?,"[""Both silently ignore extra arguments"", ""Proc.new raises an ArgumentError; lambda does not"", ""Lambda raises an ArgumentError; Proc.new silently adjusts"", ""Both raise an ArgumentError""]",Lambda raises an ArgumentError; Proc.new silently adjusts,"[""medium""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming","You see this class hierarchy in a Ruby codebase: ```ruby module Swimmable def swim; ""swimming""; end end class Animal; end class Duck < Animal include Swimmable end ``` What is the method lookup order when calling `Duck.new.swim`?","[""Duck → Animal → Swimmable → Object"", ""Swimmable → Duck → Animal → Object"", ""Duck → Animal → Object → Swimmable"", ""Duck → Swimmable → Animal → Object""]",Duck → Swimmable → Animal → Object,"[""medium""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming",A teammate suggests replacing all String keys in a frequently-accessed configuration hash with Symbols. Which statement best explains why Symbols are preferred here?,"[""Symbols support string interpolation, which Strings do not"", ""Symbols are immutable and interned, so identical symbols share one object ID, speeding up lookups"", ""Symbols automatically freeze the hash, preventing accidental mutation"", ""Symbols allow the hash to be serialized to JSON without a library""]","Symbols are immutable and interned, so identical symbols share one object ID, speeding up lookups","[""easy""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming","Consider this Ruby snippet: ```ruby result = [1, 2, 3, 4, 5].select { |n| n.odd? }.map { |n| n ** 2 } ``` What does `result` contain?","[""[1, 9, 25]"", ""[1, 4, 9, 16, 25]"", ""[2, 4]"", ""[1, 3, 5]""]","[1, 9, 25]","[""easy""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming",You run `bundle init` in a new project directory. What does the generated `Gemfile` allow you to do that installing gems globally with `gem install` does not?,"[""It compiles gems to native machine code for faster execution"", ""It automatically updates all gems to their latest version on every run"", ""It locks specific gem versions per project, ensuring consistent dependencies across environments"", ""It prevents any gem from being installed system-wide""]","It locks specific gem versions per project, ensuring consistent dependencies across environments","[""medium""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming",A Ruby method is written to accept any object that responds to `#each`: ```ruby def summarize(collection) collection.each { |item| puts item } end ``` This design relies on which Ruby principle?,"[""Static type checking"", ""Interface segregation from SOLID principles"", ""Monkey patching"", ""Duck typing""]",Duck typing,"[""medium""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming","A class uses `method_missing` to dynamically handle attribute lookups: ```ruby class DynamicConfig def initialize(data) @data = data end def method_missing(name, *args) @data.key?(name) ? @data[name] : super end end config = DynamicConfig.new({ host: ""localhost"", port: 3000 }) ``` What happens when you call `config.host`?","[""A NoMethodError is raised because `host` is not explicitly defined"", ""\""localhost\"""", ""nil, because `method_missing` always returns nil"", "":host (the symbol itself)""]","""localhost""","[""hard""]"
"Ruby Programming Essentials: Blocks, Procs, Lambdas & OOP",Programming,"ruby,blocks,oop,metaprogramming","According to Ruby conventions, what does the bang (`!`) at the end of a method name — such as `sort!` or `gsub!` — typically signal to other developers?","[""The method is deprecated and will be removed in a future version"", ""The method runs asynchronously in a background thread"", ""The method is a more dangerous variant, usually mutating the receiver in place"", ""The method raises an exception instead of returning nil on failure""]","The method is a more dangerous variant, usually mutating the receiver in place","[""easy""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android","Given `val name: String? = null`, what does `name?.length ?: -1` evaluate to?","[""-1"", ""null"", ""0"", ""A NullPointerException is thrown""]",-1,"[""easy""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android",Which of these is automatically generated by a Kotlin `data class` but NOT by a regular class?,"[""A primary constructor"", ""A `copy()` function with named parameter defaults"", ""An `init` block"", ""Getter and setter methods for properties""]",A `copy()` function with named parameter defaults,"[""easy""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android",You have a `sealed class Result` with subclasses `Success` and `Error`. What happens if you use a `when` expression on a `Result` value and only handle `Success`?,"[""It compiles fine and returns Unit for unmatched branches"", ""It throws a MatchException at runtime"", ""The compiler reports a non-exhaustive `when` error"", ""The `Error` case is automatically matched to null""]",The compiler reports a non-exhaustive `when` error,"[""medium""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android",What is the primary difference between `launch` and `async` when starting a coroutine?,"[""`launch` runs on the main thread while `async` runs on a background thread"", ""`launch` is non-blocking while `async` blocks the calling thread"", ""`async` always runs in parallel while `launch` is sequential"", ""`launch` returns a Job, while `async` returns a Deferred you can await for a result""]","`launch` returns a Job, while `async` returns a Deferred you can await for a result","[""medium""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android","You write `fun String.isPalindrome(): Boolean = this == this.reversed()`. How do you call this extension function on the string ""racecar""?","[""isPalindrome(\""racecar\"")"", ""\""racecar\"".isPalindrome()"", ""String.isPalindrome(\""racecar\"")"", ""\""racecar\""::isPalindrome()""]","""racecar"".isPalindrome()","[""easy""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android",Consider this Kotlin code: ```kotlin val x: Any = 42 val result = when (x) { is String -> x.length is Int -> x * 2 is Boolean -> if (x) 1 else 0 else -> -1 } ``` What is the value of `result`?,"[""84"", ""42"", ""2"", ""-1""]",84,"[""medium""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android","In a Kotlin class, you want to define a factory method that can be called without an instance, like `User.create(""Alice"")`. Where should you define this method?","[""In an `init` block inside the class"", ""In a `companion object` block inside the class"", ""As an extension function on the class"", ""In a separate `object` declaration with the same name""]",In a `companion object` block inside the class,"[""medium""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android","What does the following code print? ```kotlin val list = listOf(1, 2, 3, 4, 5) val result = list.filter { it > 2 }.map { it * 10 }.take(2) println(result) ```","[""[10, 20]"", ""[30, 50]"", ""[30, 40]"", ""[30, 40, 50]""]","[30, 40]","[""medium""]"
"Kotlin Programming Quiz: Null Safety, Coroutines & Modern Android",Programming,"kotlin,null-safety,coroutines,android","Which scope function should you use when you want to configure an object and return the object itself, accessing its members without `this` or `it`? ```kotlin val paint = Paint().____ { color = Color.RED strokeWidth = 5f isAntiAlias = true } ```","[""let"", ""also"", ""run"", ""apply""]",apply,"[""hard""]"
